"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26111188001,"Maharashtra",11,"Girl","14 years",4,1,"1 sibling","No","Secondary","Primary","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Every day",50.85,86.67,NA,NA
26111188002,"Maharashtra",11,"Girl","16+ years",4,1,"2 siblings","No","Secondary","Illiterate","","Unemployed","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","Never use","Yes","Language","1-2 times a week","Everyday","Everyday","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",14.04,34.48,NA,NA
26111188003,"Maharashtra",11,"Girl","14 years",2,1,"2 siblings","No","Secondary","Illiterate","Farmer","Farmer","Yes","No","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Agree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Every day",NA,NA,23.64,48.98
26111188004,"Maharashtra",11,"Girl","13 years",4,1,"2 siblings","No","Primary","Illiterate","Labourer","Unemployed","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",NA,NA,38.18,46.94
26111188005,"Maharashtra",11,"Girl","14 years",4,1,"4+ siblings","No","Secondary","Illiterate","Farmer","","No","No","No","No","Yes","No","No books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",23.73,50,NA,NA
26111188006,"Maharashtra",11,"Boy","13 years",4,1,"2 siblings","No","Secondary","Secondary","","Farmer","No","","","","","Yes","11-125 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Once a week","Never",24.56,55.17,NA,NA
26111188007,"Maharashtra",11,"Boy","14 years",2,1,"2 siblings","No","Illiterate","Primary","Farmer","Labourer","Yes","","","","","Yes","1-10 books","More than 5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",NA,NA,23.64,42.86
26111188008,"Maharashtra",11,"Boy","14 years",4,1,"2 siblings","No","Sr secondary","Primary","Teacher/Lecturer","Farmer","No","Yes","No","No","Yes","Yes","11-125 books","Up to 1 km","Once in a week","Once in a week","Yes","Science","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Never",NA,NA,52.73,59.18
26111188009,"Maharashtra",11,"Boy","14 years",4,1,"4+ siblings","No","","Illiterate","Farmer","Farmer","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a month","Every day","Every day","Every day",16.95,26.67,NA,NA
26111188010,"Maharashtra",11,"Boy","12 years",4,1,"2 siblings","No","Secondary","Primary","Farmer","Farmer","No","","","","","Yes","1-10 books","3-5 km","Once in a week","Once or twice in a month","Yes","Mathematics","3-4 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",42.11,82.76,NA,NA
26111188011,"Maharashtra",11,"Girl","14 years",4,1,"2 siblings","No","Primary","Illiterate","Farmer","Farmer","No","","","","","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","Yes","No","Disagree","yes","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",NA,NA,27.27,24.49
26111188012,"Maharashtra",11,"Girl","14 years",4,1,"2 siblings","No","Secondary","","Farmer","Farmer","No","","","","","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a month","Every day","Every day","Every day","Every day",NA,NA,38.18,51.02
26111188013,"Maharashtra",11,"Girl","14 years",3,1,"4+ siblings","No","Secondary","Secondary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a week","Every day","Every day","Every day","Never",23.73,40,NA,NA
26111188014,"Maharashtra",11,"Boy","14 years",4,1,"3 siblings","No","Primary","Illiterate","Farmer","Farmer","No","No","No","No","Yes","No","No books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",24.56,55.17,NA,NA
26111188015,"Maharashtra",11,"Boy","13 years",4,1,"2 siblings","No","Primary","Illiterate","Farmer","Farmer","No","","","","","","No books","3-5 km","Once in a week","Once or twice in a month","Yes","Mathematics","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","No","No","Agree","yes","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Once a month","Once a week","Every day","Every day","Never",NA,NA,34.55,48.98
26111188016,"Maharashtra",11,"Boy","13 years",4,1,"1 sibling","No","Secondary","Primary","Farmer","Farmer","No","","","","","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",NA,NA,30.91,44.9
26111188017,"Maharashtra",11,"Boy","13 years",3,1,"2 siblings","No","Primary","Secondary","Farmer","Farmer","No","","","","","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",22.03,50,NA,NA
26111188018,"Maharashtra",11,"Boy","14 years",4,1,"2 siblings","No","Primary","Primary","Farmer","Farmer","Yes","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",29.82,75.86,NA,NA
26111188019,"Maharashtra",11,"Boy","14 years",4,1,"4+ siblings","No","Primary","Illiterate","Farmer","Farmer","Yes","Yes","No","No","Yes","Yes","1-10 books","More than 5 km","Once in a week","Once in a week","Yes","Social Science","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Once a week","Never",NA,NA,36.36,46.94
26111188020,"Maharashtra",11,"Boy","14 years",4,1,"2 siblings","No","Sr secondary","","Farmer","Farmer","No","No","No","No","Yes","Yes","1-10 books","3-5 km","Daily","Once in a week","Yes","Language","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Never",NA,NA,38.18,48.98
26111189001,"Maharashtra",11,"Girl","14 years",4,1,"3 siblings","No","Primary","Illiterate","Skilled Worker","Unemployed","No","Yes","No","No","Yes","","No books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","Never","Everyday","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Agree","Neither","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Neither","Disagree","Agree","Disagree","Agree","Disagree","Every day","Every day","Every day","Never","Every day",45.76,60,NA,NA
26111189002,"Maharashtra",11,"Girl","15 years",4,1,"1 sibling","No","Primary","Primary","Skilled Worker","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","1-2 times a week","Everyday","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Neither","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Neither","Disagree","Agree","Disagree","Agree","Disagree","Every day","Every day","Once a week","Once a week","Once a week",42.11,96.55,NA,NA
26111189003,"Maharashtra",11,"Girl","13 years",4,1,"3 siblings","No","Primary","Primary","","Unemployed","No","Yes","No","Yes","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Social Science","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","3-4 times a week","Yes","Yes","Disagree","No","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Disagree","Agree","Every day","Every day","Every day","Every day","Once a week",NA,NA,40,53.06
26111189004,"Maharashtra",11,"Girl","13 years",4,1,"1 sibling","No","Primary","Primary","Professional","Unemployed","No","Yes","No","Yes","Yes","Yes","11-125 books","3-5 km","Once in a week","Once in a week","Yes","Language","Everyday","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Never","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Neither","Every day","Once a week","Once a month","Every day","Once a week",NA,NA,49.09,53.06
26111189005,"Maharashtra",11,"Girl","13 years",4,1,"1 sibling","No","Primary","Primary","Clerk","Unemployed","No","Yes","Yes","Yes","Yes","Yes","1-10 books","Up to 1 km","Once in a week","Once in a week","Yes","Science","3-4 times a week","Everyday","3-4 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","Yes","Yes","Disagree","No","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Every day","Once a week","Once a week","Once a week","Once a week",52.54,86.67,NA,NA
26111189006,"Maharashtra",11,"Girl","14 years",4,1,"1 sibling","No","Primary","Primary","Professional","Unemployed","No","Yes","Yes","Yes","Yes","Yes","1-10 books","1-3 km","Once in a week","Once in a week","Yes","Language","3-4 times a week","Everyday","1-2 times a week","Everyday","Everyday","Everyday","Everyday","Everyday","Yes","Yes","Disagree","No","Agree","Neither","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Neither","Disagree","Agree","Agree","Neither","Agree","Once a week","Every day","Every day","Every day","Every day",28.07,82.76,NA,NA
